Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats
273,64,55,35,62,57,12,7,10,1723,375
253,56,41,52,62,42,14,14,13,1667,367
239,50,37,55,64,33,6,13,6,1651,345
264,58,63,45,68,30,10,9,6,1533,329
302,60,67,55,65,55,9,10,10,1891,399
221,32,30,67,55,37,15,8,11,1445,309
287,68,54,38,66,61,11,15,13,1796,371
290,40,64,67,58,61,10,7,10,1669,355
256,55,41,57,65,38,7,7,12,1610,345
301,59,62,47,67,66,11,12,10,1726,353
273,66,43,47,69,48,5,8,6,1728,369
201,32,21,59,64,25,13,15,13,1522,326
264,52,49,47,68,48,7,14,12,1782,393
68,17,6,18,21,6,64,66,70,921,362
295,57,56,58,65,59,15,8,15,1798,391
301,45,74,67,53,62,9,14,13,1652,352
200,29,28,62,58,23,11,10,5,1508,337
276,61,65,45,64,41,7,13,7,1600,349
221,52,27,57,57,28,11,14,9,1513,329
290,70,68,41,66,45,10,12,6,1552,342
289,42,66,61,56,64,13,16,7,1591,329
261,55,42,59,70,35,10,16,13,1725,371
211,28,32,63,64,24,12,11,14,1505,335
234,63,29,54,58,30,6,7,10,1567,348
238,50,31,60,66,31,13,6,10,1575,326
249,43,33,71,56,46,8,15,14,1586,332
183,32,25,65,46,15,8,15,14,1357,293
273,53,56,52,66,46,5,12,14,1689,363
274,60,55,54,65,40,13,9,15,1723,365
259,59,39,60,64,37,10,11,7,1621,347
290,49,58,63,65,55,6,10,7,1762,374
297,64,62,52,66,53,8,14,10,1816,384
262,48,61,42,73,38,6,7,12,1626,349
254,65,36,48,67,38,13,10,6,1647,351
297,68,59,54,69,47,14,15,13,1599,318
233,59,21,63,59,31,13,13,10,1565,342
316,51,66,70,68,61,12,15,11,1627,334
270,62,55,36,65,52,8,8,15,1610,348
243,60,42,53,57,31,11,9,7,1633,355
298,55,64,51,64,64,10,15,14,1657,359
213,50,20,60,54,29,8,16,9,1393,302
277,61,50,58,63,45,11,8,11,1700,369
279,65,52,49,64,49,5,8,10,1785,387
210,36,25,70,58,21,8,8,14,1466,311
288,56,62,45,66,59,10,9,9,1840,392
275,52,57,53,65,48,14,7,8,1816,391
292,69,54,60,66,43,11,12,6,1776,384
265,61,58,60,53,33,13,10,11,1668,372
273,58,48,60,63,44,10,12,12,1693,371
266,65,31,68,68,34,10,11,13,1585,335
80,15,12,16,22,15,53,73,72,1150,368
309,60,59,64,64,62,11,16,12,1880,384
278,66,58,45,67,42,14,10,11,1780,375
284,62,54,45,63,60,13,11,13,1634,346
300,59,58,55,61,67,14,12,13,1704,356
256,73,52,48,57,26,13,7,7,1727,378
306,58,65,53,65,65,8,12,13,1698,357
279,54,61,47,66,51,15,11,14,1777,385
314,67,67,54,61,65,16,14,14,1870,389
271,64,56,42,67,42,16,15,14,1559,332
305,45,67,70,62,61,13,14,15,1544,331
232,61,34,55,55,27,11,6,14,1631,353
266,30,67,56,54,59,13,7,7,1487,324
210,26,26,70,58,30,13,7,9,1465,311
222,54,33,52,54,29,13,15,9,1551,339
76,12,13,14,23,14,64,63,66,1118,368
215,34,35,67,54,25,8,13,6,1362,299
292,66,55,58,60,53,7,9,12,1815,389
301,50,62,67,60,62,16,8,16,1612,341
199,25,24,73,48,29,13,14,12,1426,310
58,13,8,12,17,8,62,64,66,943,346
292,42,66,79,53,52,10,14,8,1510,336
229,46,31,57,66,29,6,14,14,1583,343
265,68,59,39,57,42,18,13,12,1581,340
258,63,45,55,62,33,11,6,11,1712,374
220,46,28,63,59,24,12,9,8,1522,342
284,49,55,65,66,49,10,15,9,1695,368
196,24,16,65,67,24,10,8,9,1410,290
272,56,59,40,67,50,9,11,14,1644,351
97,35,13,11,26,12,59,60,66,1170,366
262,58,59,37,63,45,8,5,10,1739,385
222,41,31,66,55,29,9,12,12,1440,320
259,52,39,53,67,48,11,8,11,1720,369
288,53,62,68,62,43,6,8,7,1726,373
68,11,10,10,27,10,61,62,68,918,359
302,57,66,61,56,62,15,10,11,1701,361
265,60,58,50,65,32,14,12,6,1689,374
267,66,50,43,68,40,15,7,13,1700,365
280,55,53,59,63,50,7,5,10,1763,383
294,51,69,60,58,56,8,14,11,1590,341
247,59,30,58,62,38,12,7,9,1690,369
275,57,62,44,59,53,13,11,13,1645,361
295,54,46,70,68,57,11,13,15,1691,354
262,62,49,47,60,44,10,10,12,1554,351
245,58,39,48,66,34,15,13,7,1751,376
280,63,56,51,65,45,14,9,13,1790,377
268,53,52,53,64,46,10,14,7,1724,377
279,56,43,53,75,52,12,9,8,1618,338
298,62,60,52,67,57,13,10,9,1710,367
289,58,60,57,58,56,14,7,13,1585,354
272,49,61,60,67,35,13,8,14,1625,357
300,64,50,51,73,62,13,7,9,1763,358
220,31,48,68,41,32,15,15,14,1598,327
232,51,31,66,56,28,9,14,15,1517,332
225,56,29,60,58,22,13,10,7,1608,356
297,47,62,61,55,72,7,7,14,1645,336
299,52,66,59,56,66,11,10,13,1649,339
248,59,35,58,58,38,12,6,9,1623,359
275,60,58,45,69,43,12,8,7,1697,366
247,48,36,53,65,45,7,9,6,1677,351
91,12,13,17,41,8,61,66,63,1171,357
287,58,59,54,69,47,9,9,13,1731,366
251,64,51,51,62,23,15,14,13,1753,378
213,36,28,67,50,32,6,6,13,1444,314
260,65,51,58,61,25,8,8,14,1577,351
60,11,11,12,14,12,64,64,64,1073,358
308,59,62,61,65,61,9,15,7,1698,373
242,65,34,54,61,28,11,12,13,1647,353
292,65,61,44,68,54,10,12,6,1784,376
300,54,65,63,69,49,14,9,9,1692,359
303,63,62,53,65,60,12,8,12,1751,372
297,62,56,62,69,48,9,14,13,1755,374
269,59,54,51,62,43,13,13,13,1764,370
290,42,72,62,57,57,12,8,8,1570,340
275,63,54,45,71,42,6,13,8,1719,376
286,48,66,57,62,53,9,6,14,1567,344
278,33,68,60,58,59,11,10,12,1649,348
232,39,34,63,62,34,7,14,6,1518,329
271,46,43,72,67,43,6,11,9,1558,332
272,60,58,35,60,59,9,12,6,1699,355
273,29,65,67,55,57,5,8,10,1562,344
280,62,39,60,72,47,5,10,8,1686,357
275,54,49,54,70,48,9,13,11,1786,380
273,55,64,54,56,44,6,9,12,1709,377
312,59,70,63,60,60,10,14,14,1704,366
66,12,10,13,22,9,61,63,69,924,333
308,66,59,57,68,58,6,6,8,1797,380
200,28,24,68,55,25,12,7,8,1408,318
274,32,67,65,55,55,10,5,5,1548,332
248,49,40,53,67,39,14,6,12,1657,356
285,63,62,42,67,51,6,16,13,1678,353
250,45,45,55,66,39,8,8,14,1741,374
295,47,67,65,57,59,9,7,11,1541,333
283,56,66,59,58,44,7,9,14,1656,358
280,68,57,48,67,40,6,5,9,1717,380
223,39,27,63,64,30,14,15,9,1427,302
293,59,57,55,66,56,8,7,9,1847,386
283,67,61,43,56,56,6,6,15,1606,334
311,69,61,52,68,61,15,12,13,1703,339
212,34,22,61,52,43,13,14,15,1611,348
275,58,52,58,62,45,14,12,15,1744,361
306,52,64,64,65,61,12,10,11,1685,363
188,29,21,62,53,23,7,7,15,1407,308
84,19,11,13,30,11,66,65,65,1174,371
88,11,13,15,32,17,65,64,69,1129,373
310,60,62,59,66,63,15,15,7,1771,376
249,64,39,44,71,31,11,9,11,1728,382
225,53,24,60,61,27,12,9,12,1513,339
232,56,43,57,64,12,7,13,9,1710,362
248,47,32,62,66,41,14,15,10,1635,347
225,34,24,72,61,34,13,6,12,1496,319
272,63,44,57,69,39,15,7,6,1759,377
196,29,28,63,51,25,14,10,8,1451,316
279,60,57,45,64,53,14,11,15,1517,316
260,60,60,35,65,40,11,13,7,1514,340
263,51,62,43,60,47,15,9,8,1771,368
272,65,46,53,63,45,7,8,12,1700,363
285,60,59,67,63,36,9,8,14,1689,386
279,62,57,47,63,50,7,8,8,1582,337
294,58,57,61,67,51,9,11,14,1784,380
251,65,26,68,64,28,14,9,8,1503,340
277,52,61,58,64,42,14,14,14,1750,371
294,58,57,64,61,54,7,15,10,1805,383
276,57,56,42,71,50,12,8,8,1759,367
258,60,59,37,61,41,13,15,8,1628,353
246,43,36,63,61,43,16,14,13,1679,353
290,65,45,62,62,56,8,13,5,1704,359
269,59,51,42,68,49,6,9,10,1732,368
276,57,50,60,66,43,13,11,7,1822,390
288,43,67,66,56,56,13,14,9,1622,345
281,49,50,62,64,56,15,7,13,1720,362
87,19,19,13,23,13,62,63,67,1116,369
191,31,29,63,35,33,7,13,8,1365,289
223,38,24,64,62,35,6,16,15,1433,313
271,45,60,46,65,55,16,16,8,1730,375
293,72,53,47,63,58,10,12,8,1768,382
284,65,56,51,66,46,10,14,13,1836,388
225,35,32,62,58,38,8,11,11,1530,327
279,57,63,62,56,41,8,14,8,1701,378
272,59,60,44,66,43,6,15,6,1666,353
281,53,64,45,67,52,7,12,9,1785,384
296,61,54,50,71,60,13,7,16,1736,369
261,70,35,66,64,26,13,7,7,1689,351
283,38,67,62,56,60,9,10,14,1618,347
305,59,61,63,62,60,10,6,12,1671,349
59,10,7,10,25,7,67,62,68,920,361
78,13,19,9,24,13,62,63,64,1098,368
271,60,48,57,62,44,15,4,6,1716,376
290,41,68,65,61,55,16,8,10,1602,339
267,60,49,56,70,32,9,5,9,1732,372
291,65,56,54,60,56,12,11,6,1731,378
63,15,10,12,18,8,66,65,66,1002,357
208,17,30,61,54,46,6,12,8,1422,297
191,31,17,62,56,25,8,7,7,1401,302
250,50,38,66,62,34,13,14,7,1602,348
109,18,15,23,41,12,61,63,68,1209,367
243,55,30,63,65,30,8,7,9,1605,350
293,50,65,56,64,58,9,8,7,1686,372
282,46,67,54,58,57,7,15,14,1560,344
299,63,59,58,60,59,12,7,11,1790,386
243,44,40,68,53,38,12,10,8,1495,324
256,48,43,64,63,38,13,14,16,1652,355
259,47,58,27,68,59,8,15,10,1658,358
185,23,22,76,42,22,8,14,15,1287,285
67,10,9,14,23,11,60,66,67,1037,358
313,54,69,69,61,60,12,7,12,1746,374
219,58,17,61,59,24,10,8,9,1542,333
287,60,51,59,70,47,13,12,11,1783,380
290,36,72,65,57,60,8,13,14,1638,337
298,62,59,55,62,60,13,12,15,1818,378
99,17,13,14,38,17,64,66,65,1153,361
276,53,70,45,64,44,13,9,8,1728,374
310,60,59,58,68,65,7,6,11,1732,371
256,59,53,48,66,30,12,9,11,1726,366
298,65,58,58,67,50,10,6,9,1708,376
320,67,65,53,66,69,7,9,16,1851,381
310,68,60,64,61,57,10,8,6,1583,342
67,13,12,11,18,13,64,64,66,1036,350
222,48,24,66,62,22,6,11,9,1402,288
272,54,44,63,68,43,9,5,12,1677,363
237,50,32,63,58,34,12,7,7,1537,333
73,9,12,8,32,12,60,64,68,1062,360
292,37,68,62,62,63,13,11,11,1509,318
238,51,39,61,52,35,8,7,11,1549,342
297,63,59,47,65,63,9,7,9,1745,368
97,18,16,19,30,14,60,65,67,1108,363
229,64,25,58,59,23,6,13,5,1621,341
275,59,60,39,74,43,16,13,6,1596,336
281,65,57,47,58,54,11,15,14,1759,374
237,54,37,57,60,29,9,12,9,1649,360
294,52,67,55,67,53,14,12,6,1716,365
280,61,60,37,67,55,13,9,7,1696,358
237,64,32,56,59,26,6,16,16,1595,356
241,70,26,54,62,29,13,12,12,1567,342
241,57,26,61,63,34,15,6,8,1649,358
223,58,22,60,56,27,9,6,14,1535,339
202,38,26,51,63,24,12,10,11,1365,290
293,39,71,67,59,57,13,8,14,1543,330
218,55,35,46,56,26,14,10,15,1568,346
260,62,55,50,61,32,10,12,11,1599,354
260,53,49,51,69,38,7,5,11,1696,363
250,41,49,66,53,41,6,9,9,1621,338
273,62,47,47,64,53,14,9,12,1742,384
239,36,39,70,54,40,15,14,5,1563,340
294,59,61,56,62,56,7,8,13,1710,385
315,49,67,82,59,58,9,13,11,1501,321
224,33,36,64,63,28,14,7,11,1614,340
257,52,56,45,66,38,6,12,6,1766,381
265,62,50,44,52,57,14,9,14,1757,379
71,14,11,12,21,13,58,66,66,981,344
329,65,65,66,65,68,11,7,16,1759,363
267,64,45,53,59,46,6,15,9,1722,372
236,49,32,61,65,29,14,12,6,1648,362
280,53,58,48,67,54,25,8,15,1744,369
269,56,48,64,62,39,11,8,13,1741,377
84,14,11,15,29,15,64,63,68,1168,371
234,68,26,47,56,37,7,5,15,1622,339
213,54,33,38,56,32,8,8,12,1630,356
206,35,30,65,53,23,12,14,13,1453,301
268,53,45,55,63,52,10,14,16,1678,354
291,55,56,59,63,58,14,10,6,1821,381
233,41,35,62,59,36,14,12,10,1611,334
268,59,41,66,64,38,11,12,11,1729,368
254,49,42,53,64,46,10,9,11,1666,355
273,55,52,58,60,48,8,7,6,1710,374
75,13,14,13,23,12,62,68,67,1046,352
232,60,30,49,62,31,6,8,10,1597,347
207,41,26,45,68,27,5,5,12,1506,331
289,39,70,70,55,55,14,7,11,1570,341
274,58,46,62,64,44,9,11,11,1665,367
281,53,57,42,70,59,9,14,10,1853,389
191,26,23,63,56,23,9,7,6,1421,319
205,26,18,69,67,25,11,5,8,1433,313
250,64,38,49,63,36,11,12,15,1730,363
278,62,61,30,64,61,9,9,9,1733,359
249,52,38,55,68,36,6,12,8,1620,345
311,67,58,63,66,57,12,8,7,1725,370
265,59,51,38,67,50,7,15,9,1768,378
235,65,25,56,66,23,13,12,14,1639,353
270,64,58,34,68,46,8,12,6,1689,362
230,55,32,53,59,31,16,8,6,1673,356
253,46,49,55,67,36,15,11,10,1741,371
303,51,66,68,58,60,10,14,12,1690,363
301,55,63,55,65,63,10,13,10,1672,353
279,65,42,48,66,58,11,10,11,1763,371
76,13,15,12,28,8,65,63,68,1180,381
62,12,9,10,22,9,57,73,67,947,349
272,66,44,55,62,45,10,7,13,1820,383
313,57,66,63,63,64,6,6,16,1636,346
279,45,68,59,56,51,8,7,13,1705,366
286,53,67,55,63,48,11,11,10,1645,350
94,14,19,16,30,15,63,62,66,1148,367
247,54,44,52,68,29,15,9,8,1691,373
276,53,58,54,65,46,8,13,12,1784,386
277,55,46,59,69,48,14,9,13,1738,371
279,57,47,54,65,56,6,6,14,1817,383
303,63,58,60,67,55,8,14,16,1852,394
310,64,64,65,69,48,11,12,6,1780,396
295,58,64,54,61,58,12,14,11,1698,373
216,40,33,60,54,29,16,12,11,1545,339
277,54,46,70,63,44,7,9,12,1636,338
296,66,54,47,67,62,14,9,8,1710,350
267,65,36,63,59,44,14,6,14,1588,343
295,59,65,45,62,64,8,5,3,1628,341
244,60,30,60,59,35,6,15,7,1674,361
230,60,34,38,58,40,12,6,13,1581,337
237,58,36,60,56,27,11,9,15,1565,347
268,68,47,49,67,37,8,14,10,1739,354
236,54,31,64,58,29,8,12,10,1507,328
310,64,66,70,59,51,12,12,14,1571,336
312,62,66,70,59,55,10,15,15,1702,371
272,60,54,45,68,45,8,14,8,1647,352
300,57,62,62,59,60,15,12,16,1645,354
283,64,58,43,61,57,10,11,8,1588,334
86,12,9,11,44,10,65,62,63,998,344
279,60,61,48,63,47,10,8,10,1761,384
218,63,31,41,60,23,7,9,10,1500,335
245,59,33,64,60,29,14,8,15,1581,344
298,43,73,60,57,65,12,7,14,1517,313
274,56,63,42,69,44,13,11,15,1707,356
260,50,52,38,67,53,12,7,10,1570,333
298,58,61,66,66,47,9,7,7,1713,365
202,36,21,62,61,22,12,9,14,1454,330
255,51,41,55,66,42,13,6,13,1724,369
288,62,61,59,58,48,13,8,9,1672,369
255,53,43,58,68,33,14,7,14,1715,364
229,50,25,62,67,25,13,7,6,1484,313
307,59,65,57,64,62,6,9,15,1651,349
273,56,61,43,63,50,12,12,9,1626,350
293,64,56,58,62,53,13,14,6,1784,378
258,53,48,62,63,32,11,13,7,1657,353
267,64,60,36,67,40,12,16,9,1548,338
262,64,47,44,54,53,15,9,15,1713,367
297,49,63,70,56,59,16,14,14,1573,333
185,27,21,73,34,30,17,17,17,1356,275
184,46,18,57,53,10,8,6,11,1385,305
192,43,19,50,60,20,16,10,11,1389,286
61,11,12,14,13,11,62,64,64,1006,347
107,16,15,12,50,14,59,55,75,1198,363
260,58,48,49,60,45,13,8,11,1716,366
279,32,67,65,62,53,5,11,7,1490,332
308,63,60,61,65,59,14,9,6,1811,374
261,51,44,55,69,42,6,14,6,1650,348
292,49,70,59,55,59,6,8,7,1613,351
278,54,59,55,72,38,7,12,11,1686,358
258,59,39,56,55,49,12,15,14,1623,356
285,66,54,44,67,54,6,11,9,1772,378
275,62,56,42,61,54,11,13,15,1655,347
307,55,67,59,61,65,16,6,14,1689,350
298,69,55,55,63,56,14,16,6,1819,374
67,12,10,14,20,11,62,68,66,1053,356
288,31,68,74,57,58,13,11,13,1477,307
219,51,30,52,52,34,6,10,8,1579,339
284,70,43,61,67,43,15,14,13,1830,364
290,57,43,60,65,65,9,9,10,1803,379
266,64,32,59,62,49,12,16,7,1715,357
76,16,14,16,17,13,65,64,66,1077,370
248,52,36,53,67,40,12,7,8,1639,342
275,61,57,54,69,34,12,9,7,1759,371
268,62,44,56,59,47,11,14,13,1694,368
268,32,65,59,51,61,14,12,6,1489,319
223,40,31,58,60,34,11,7,14,1582,345
216,28,26,65,67,30,14,10,13,1485,319
274,51,50,47,71,55,6,9,12,1733,369
312,60,58,68,68,58,6,11,13,1755,371
282,39,71,71,53,48,15,9,14,1508,326
284,45,66,58,55,60,15,13,9,1580,339
243,55,31,64,62,31,6,11,6,1505,314
285,54,60,50,68,53,7,11,7,1732,369
241,65,34,58,59,25,12,6,5,1511,325
228,56,23,60,58,31,14,8,6,1495,327
304,70,50,60,75,49,12,13,9,1762,360
207,33,24,61,57,32,11,12,12,1440,313
221,56,35,48,49,33,14,14,15,1570,340
259,54,24,65,62,54,14,10,15,1627,330
72,13,8,16,31,4,56,57,70,943,337
285,40,64,70,58,53,6,14,9,1563,339
76,11,9,16,33,7,66,63,62,1132,378
262,52,58,40,59,53,13,12,6,1567,349
228,35,30,72,59,32,13,12,15,1341,299
241,54,35,55,55,42,13,6,5,1641,357
271,48,54,47,65,57,11,14,14,1698,366
216,36,33,61,60,26,11,8,8,1536,341
199,49,24,55,53,18,15,10,9,1543,323
291,60,57,55,65,54,15,10,9,1836,387
228,38,32,65,58,35,9,8,13,1581,336
58,14,9,12,18,5,63,60,71,940,347
248,60,48,29,66,45,9,14,8,1636,342
308,51,63,64,69,61,13,10,8,1755,374
96,18,15,14,32,17,56,62,63,1111,360
248,60,33,66,62,27,6,13,10,1609,349
197,35,23,66,47,26,8,5,7,1367,302
306,57,65,61,60,63,10,8,15,1741,368
257,49,42,62,66,38,9,16,7,1621,348
85,13,16,20,25,11,60,65,63,1033,348
283,62,62,47,60,52,13,12,8,1629,338
230,61,34,49,55,31,6,14,5,1528,337
74,15,8,14,23,14,61,66,60,1082,351
265,56,58,40,62,49,11,8,14,1554,339
197,34,21,65,54,23,9,9,14,1451,313
242,52,33,68,60,29,12,7,16,1565,330
93,15,6,11,55,6,58,61,71,1030,335
285,62,56,51,67,49,15,12,9,1790,377
292,50,63,66,51,62,5,12,8,1547,337
285,53,54,61,63,54,9,12,13,1777,376
268,47,46,62,61,52,14,6,6,1633,332
283,56,58,49,64,56,6,14,8,1651,350
47,12,6,8,15,6,59,66,66,936,349
206,54,26,43,60,23,12,12,10,1533,338
219,35,29,62,60,33,13,13,8,1493,319
281,35,63,68,57,58,11,8,13,1497,325
243,65,32,59,62,25,14,10,10,1525,331
309,68,69,55,59,58,11,15,14,1628,351
300,40,66,70,61,63,12,15,5,1597,332
230,37,37,68,53,35,8,8,13,1443,310
267,63,44,41,62,57,15,10,10,1729,351
314,62,62,65,65,60,16,13,12,1757,359
92,19,19,14,28,12,69,64,61,1092,359
271,57,25,61,60,68,7,14,6,1689,348
245,45,49,38,67,46,15,14,11,1768,376
287,42,68,64,58,55,14,13,12,1557,330
217,46,24,61,55,31,15,6,10,1507,317
280,60,59,42,68,51,9,10,16,1775,379
215,42,22,65,63,23,13,12,6,1382,303
70,9,14,14,21,12,61,66,63,1021,344
286,35,70,62,59,60,5,11,15,1464,322
307,61,61,71,57,57,10,9,14,1579,350
266,61,42,56,60,47,8,9,9,1673,364
281,65,52,47,66,51,15,13,12,1664,346
266,62,57,39,60,48,11,7,9,1573,339
264,68,49,32,64,51,10,14,13,1676,354
281,65,54,51,63,48,10,6,15,1649,365
273,33,54,71,67,48,12,12,16,1634,361
274,53,63,54,56,48,5,11,5,1590,357
236,43,39,51,65,38,13,9,14,1581,343
269,63,49,58,62,37,8,11,9,1713,363
290,58,56,68,61,47,14,8,12,1770,382
231,43,30,62,64,32,14,7,10,1572,340
318,58,67,63,65,65,6,14,7,1623,331
299,54,60,57,61,67,15,13,11,1572,343
76,11,7,12,40,6,60,69,66,969,349
277,55,49,63,69,41,9,7,12,1684,365
291,62,62,46,64,57,12,8,12,1670,356
267,53,41,62,68,43,14,9,14,1634,351
282,65,57,48,68,44,14,10,8,1699,363
290,58,66,52,62,52,11,11,7,1820,394
239,59,18,63,62,37,13,8,12,1488,326
296,64,62,45,61,64,9,14,13,1713,361
286,57,66,54,59,50,13,7,8,1537,339
215,30,27,70,60,28,5,9,7,1391,299
273,49,52,55,70,47,10,8,14,1720,360
243,51,40,63,60,29,15,7,10,1670,359
272,56,57,55,67,37,12,8,13,1733,389
297,59,58,51,66,63,10,16,6,1839,391
79,14,18,15,17,15,64,64,64,1045,366
291,38,70,71,56,56,10,14,13,1483,310
282,41,65,62,56,58,10,7,13,1641,350
224,54,34,50,58,28,13,5,13,1558,343
288,65,45,60,63,55,6,11,13,1597,337
84,11,13,13,33,14,61,62,64,1179,360
278,63,61,42,61,51,11,9,12,1605,351
250,54,49,56,59,32,7,11,10,1706,368
72,12,7,14,30,9,62,59,67,904,349
313,66,51,70,71,55,9,6,11,1691,358
239,49,40,47,64,39,9,6,7,1615,357
193,28,24,62,55,24,11,6,11,1414,310
197,24,22,66,60,25,6,9,15,1381,286
255,61,63,31,65,35,11,6,11,1599,348
95,16,16,21,26,16,57,60,68,1131,358
275,59,60,41,62,53,13,12,6,1661,352
276,60,58,44,66,48,8,11,16,1807,382
236,55,34,49,68,30,13,14,13,1620,337
248,39,60,49,70,30,11,6,10,1661,366
272,53,54,61,66,38,10,15,14,1709,371
272,49,59,55,69,40,14,12,8,1676,352
308,57,69,63,60,59,7,5,12,1548,340
71,15,10,11,23,12,58,63,69,971,333
261,62,44,54,62,39,7,10,12,1681,368
293,63,60,56,60,54,11,9,8,1692,362
266,29,66,64,47,60,12,16,7,1450,320
300,65,58,61,66,50,9,11,12,1621,353
241,62,32,52,61,34,9,7,12,1658,343
312,58,65,63,64,62,9,5,6,1655,365
238,43,34,70,62,29,13,10,11,1558,331
272,31,69,65,53,54,7,10,14,1490,323
265,55,58,42,59,51,7,13,6,1651,358
213,57,24,52,57,23,12,11,8,1532,333
78,11,15,11,26,15,57,59,68,1096,356
261,66,53,40,62,40,7,9,13,1671,369
281,53,51,54,67,56,7,11,9,1765,369
274,62,52,45,63,52,6,6,14,1750,386
257,63,47,51,56,40,11,15,9,1706,368
90,19,12,13,28,18,63,65,64,1154,360
311,60,62,70,64,55,12,15,10,1639,350
67,13,9,13,23,9,62,64,65,1005,353
281,64,54,48,65,50,7,14,9,1630,350
194,27,23,63,60,21,15,8,14,1399,301
263,49,54,43,64,53,6,12,12,1656,352
288,66,62,41,68,51,13,7,8,1750,375
277,46,58,51,74,48,10,15,11,1736,369
209,32,24,64,60,29,5,6,9,1460,316
236,37,60,36,66,37,5,11,14,1506,333
292,56,66,57,56,57,10,16,7,1576,335
236,59,33,61,59,24,13,10,15,1619,346
290,68,64,50,67,41,14,7,13,1787,390
313,58,68,67,59,61,7,7,8,1568,324
251,62,41,43,60,45,5,11,14,1677,366
253,62,61,29,59,42,13,11,10,1588,349
300,60,58,57,66,59,10,7,12,1793,374
259,55,60,38,57,49,14,12,14,1630,352
252,61,49,34,57,51,10,9,13,1514,336
94,16,20,12,32,14,64,60,68,1092,366
248,60,31,61,64,32,12,14,6,1667,347
235,58,35,60,55,27,8,5,5,1418,312
266,54,50,58,63,41,11,10,11,1765,371
297,62,63,58,53,61,12,8,7,1600,346
271,39,66,56,56,54,10,7,15,1534,343
253,49,60,39,64,41,6,8,12,1610,354
270,60,46,55,66,43,12,11,6,1646,350
231,60,29,65,65,12,9,6,6,1690,361
77,15,15,13,21,13,65,64,63,958,334
86,14,17,17,19,19,61,60,66,999,348
295,44,64,65,61,61,7,15,14,1489,326
293,51,65,58,63,56,9,15,9,1648,362
284,53,60,49,69,53,12,12,11,1688,351
241,60,42,41,60,38,14,10,14,1642,361
212,65,24,41,55,27,9,10,6,1559,348
249,45,33,65,62,44,8,11,8,1474,319
289,53,61,65,55,55,11,7,10,1733,371
227,39,28,67,63,30,9,15,7,1565,343
281,60,57,51,62,51,6,15,7,1779,391
267,58,59,42,65,43,12,7,7,1684,358
191,22,22,65,58,24,9,9,13,1401,298
231,59,27,57,54,34,11,7,8,1607,347
292,61,57,56,58,60,12,15,7,1670,357
290,42,68,67,56,57,9,9,16,1509,327
282,40,64,58,59,61,8,15,6,1663,359
278,65,64,45,53,51,8,8,5,1530,336
171,28,27,60,41,15,7,13,6,1338,285
56,10,4,7,29,6,56,66,67,911,336
102,21,15,29,22,15,60,65,64,1037,348
266,50,47,62,64,43,15,12,13,1766,383
267,28,69,76,50,44,14,13,11,1506,325
282,61,48,48,70,55,8,10,10,1706,362
230,52,24,60,58,36,15,11,10,1531,323
225,64,29,50,59,23,12,11,15,1644,348
79,14,9,16,29,11,62,59,65,998,341
290,62,64,49,60,55,5,11,9,1539,333
233,55,24,62,56,36,6,16,14,1584,350
260,53,62,45,60,40,12,8,14,1511,334
222,59,31,47,58,27,5,9,7,1531,341
259,61,42,55,62,39,12,7,7,1698,362
268,57,38,62,58,53,9,7,16,1664,347
252,68,42,57,55,30,15,7,14,1689,362
189,29,23,58,50,29,9,15,8,1477,321
307,61,66,61,58,61,7,9,12,1581,329
277,37,65,63,57,55,6,11,6,1551,333
98,25,18,13,24,18,62,63,64,1082,355
241,50,28,64,62,37,11,12,12,1578,341
64,11,5,10,29,9,67,62,65,969,348
189,28,24,63,49,25,11,6,9,1383,308
246,61,42,60,62,21,11,7,7,1673,360
259,53,39,62,65,40,9,6,16,1581,335
308,52,72,62,64,58,5,7,12,1606,340
291,60,64,41,61,65,10,12,11,1524,328
277,28,62,64,63,60,15,14,7,1539,338
329,68,61,62,72,66,14,12,9,1745,349
296,51,68,59,65,53,9,12,13,1631,336
260,50,54,43,70,43,14,15,12,1676,343
268,55,42,57,73,41,9,12,15,1725,365
288,57,59,60,66,46,5,11,12,1771,383
284,66,53,52,63,50,7,15,14,1792,382
274,57,53,56,66,42,7,9,16,1754,361
252,61,30,56,58,47,10,10,9,1636,335
204,45,20,61,47,31,14,15,14,1442,308
190,25,29,60,50,26,15,14,10,1412,310
268,30,61,55,65,57,13,15,6,1765,375
282,39,63,62,58,60,12,14,5,1532,328
284,59,57,48,64,56,9,12,15,1819,384
204,46,21,62,44,31,7,16,11,1480,327
237,64,34,38,62,39,12,14,13,1566,343
91,15,15,11,37,13,64,62,67,1106,362
239,59,35,53,56,36,14,8,14,1581,339
98,16,16,14,41,11,62,65,66,1184,363
276,59,44,56,61,56,14,10,14,1796,373
270,54,57,50,58,51,6,12,9,1574,348
250,56,58,35,54,47,8,9,8,1590,349
286,59,61,55,66,45,8,6,8,1745,372
187,27,27,60,44,29,9,7,12,1391,301
221,47,31,48,65,30,9,6,6,1648,355
260,61,36,63,66,34,13,12,8,1517,321
213,43,44,32,65,29,8,10,13,1553,337
280,50,53,58,65,54,13,14,8,1763,384
278,62,53,60,65,38,10,9,14,1703,371
268,35,59,53,66,55,7,7,10,1734,376
277,69,57,35,66,50,9,7,11,1785,363
